Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59521889,Sztuka wojny dla kobiet. Jak wygrywać bez walki,Catherine Huang,"Huang, Catherine",A.D. Rosenberg,"=""8328380625""","=""9788328380622""",4,3.68,Helion / OnePress,Paperback,208,2021,2002,2015/03/04,2022/07/23,home-library,home-library (#11),read,,,,1,0
27263459,Dziewczyna z pociągu,Paula Hawkins,"Hawkins, Paula",Jan Kraśko,"=""""","=""""",0,3.96,Świat Książki,ebook,328,2015,2015,2013/01/01,2022/07/27,home-library,home-library (#10),read,,,,1,0
18659504,Taniec szczęśliwych cieni,Alice Munro,"Munro, Alice",Agnieszka Kuc,"=""8308050557""","=""9788308050552""",4,4.09,Wydawnictwo Literackie,Paperback,356,2013,1968,2012/04/04,2022/07/23,home-library,home-library (#9),read,,,,1,0
9452482,"Kosogłos (Igrzyska śmierci, #3)",Suzanne Collins,"Collins, Suzanne","Małgorzata Hesko-Kołodzińska, Piotr Budkiewicz","=""8372784914""","=""9788372784919""",0,4.09,Media Rodzina,Paperback,376,2010,2010,2011/04/01,2022/07/21,home-library,home-library (#8),read,,,,1,0
4492947,Na brzegu rzeki Piedry usiadłam i płakałam,Paulo Coelho,"Coelho, Paulo","Barbara Stępień, Andrzej Kowalski","=""8390423073""","=""9788390423074""",0,3.57,Drzewo Babel,Paperback,220,2005,1994,2009/02/03,2022/09/30,home-library,home-library (#7),read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,2008/11/15,2022/07/07,home-library,home-library (#6),read,,,,1,0
5945479,"Zmierzch (Zmierzch, #1)",Stephenie Meyer,"Meyer, Stephenie",Joanna Urban,"=""8373846328""","=""9788373846326""",0,3.65,Wydawnictwo Dolnośląskie,Paperback,416,2007,2005,2008/01/01,2022/07/21,home-library,home-library (#5),read,,,,1,0
27812719,Potęga podświadomości,Joseph Murphy,"Murphy, Joseph",,"=""8377994828""","=""9788377994825""",4,4.08,Świat Książki,Hardcover,288,2012,1963,2005/07/01,2022/07/23,home-library,home-library (#4),read,,,,1,0
309155,Weronika postanawia umrzeć,Paulo Coelho,"Coelho, Paulo",,"=""8390423081""","=""9788390423081""",3,3.73,Drzewo Babel,Paperback,220,2000,1998,2005/04/04,2022/07/23,home-library,home-library (#3),read,,,,1,0
7550979,Tryptyk rzymski,Pope John Paul II,"II, Pope John Paul",,"=""8388971441""","=""9788388971440""",4,3.88,Wydawnictwo Św. Stanisława Bm.,Paperback,40,2003,,2004/07/24,2022/07/23,home-library,home-library (#2),read,,,,1,0
4492850,Pielgrzym,Paulo Coelho,"Coelho, Paulo",Krystyna Szeżyńska-Maćkowiak,"=""8324703616""","=""9788324703616""",0,3.65,Świat Książki,Paperback,302,2008,1987,2002/01/01,2022/08/09,home-library,home-library (#1),read,,,,1,0
37928278,Duszan,Antonina Todorović,"Todorović, Antonina",,"=""9788394633""","=""""",0,4.75,,Hardcover,65,2016,,,2022/10/28,"to-read-with-kids, to-buy","to-read-with-kids (#8), to-buy (#8)",to-read-with-kids,,,,0,0
9726817,Dziadek do Orzechów,E.T.A. Hoffmann,"Hoffmann, E.T.A.","Józef Kramsztyk, Jan Marcin Szancer","=""8310087934""","=""9788324701407""",0,3.90,Nasza Księgarnia,,77,1987,1816,,2022/11/01,to-read-with-kids,to-read-with-kids (#15),to-read-with-kids,,,,0,0
1610454,Tajemniczy ogród,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""8388794264""","=""9788388794261""",0,4.16,Oficyna Wydawnicza Rytm,Paperback,232,2001,1911,,2022/10/28,"to-buy, to-read-with-kids","to-buy (#6), to-read-with-kids (#14)",to-read-with-kids,,,,0,0
61164426,Szklane ptaki. Opowieść o miłościach Krzysztofa Kamila Baczyńskiego,Katarzyna Zyskowska,"Zyskowska, Katarzyna",Katarzyna Zyskowska-Ignaciak,"=""8324083448""","=""9788324083442""",0,4.53,Społeczny Instytut Wydawniczy Znak,Paperback,416,2022,2022,,2022/09/29,"to-buy, to-read","to-buy (#5), to-read (#64)",to-read,,,,0,0
56241147,Matka wszystkich pytań,Rebecca Solnit,"Solnit, Rebecca",Barbara Kopeć-Umiastowska,"=""8366147665""","=""9788366147669""",0,4.20,Wydawnictwo Karakter,Paperback,230,2021,2017,,2022/10/12,"to-buy, to-read","to-buy (#4), to-read (#63)",to-read,,,,0,0
9673436,The Invention of Hugo Cabret,Brian Selznick,"Selznick, Brian",,"=""""","=""9780439813765""",0,4.22,Scholastic Press,Hardcover,534,2007,2007,,2022/10/13,"to-buy, to-read-with-kids","to-buy (#3), to-read-with-kids (#13)",to-read-with-kids,,,,0,0
60123046,Poezje,Maria Pawlikowska-Jasnorzewska,"Pawlikowska-Jasnorzewska, Maria",,"=""8382894097""","=""9788382894097""",0,3.99,Świat Książki,Hardcover,320,2022,,,2022/08/10,"to-buy, to-read","to-buy (#2), to-read (#62)",to-read,,,,0,0
29079223,Głód,Martín Caparrós,"Caparrós, Martín",Marta Szafrańska-Brandt,"=""8308061001""","=""9788308061008""",0,4.48,Wydawnictwo Literackie,Hardcover,716,2016,2014,,2022/10/28,"to-buy, to-read","to-buy (#1), to-read (#61)",to-read,,,,0,0
15826313,"Tajemnica pociągu (Biuro detektywistyczne Lassego i Mai, #7)",Martin Widmark,"Widmark, Martin","Helena Willis, Barbara Gawryluk","=""8360963797""","=""9788360963791""",0,3.73,Zakamarki,Hardcover,92,2010,2005,,2022/10/28,to-read-with-kids,to-read-with-kids (#12),to-read-with-kids,,,,0,0
15828288,"Tajemnica mumii (Biuro detektywistyczne Lassego i Mai, #5)",Martin Widmark,"Widmark, Martin","Helena Willis, Barbara Gawryluk","=""836096369X""","=""9788360963692""",0,3.76,Zakamarki,Hardcover,92,2009,2004,,2022/10/28,to-read-with-kids,to-read-with-kids (#11),to-read-with-kids,,,,0,0
15830112,"Detektyw na pustyni (Ture Sventon, #2)",Åke Holmberg,"Holmberg, Åke","Teresa Chłapowska, Anna Kołakowska","=""8360850399""","=""9788360850398""",0,3.78,Dwie Siostry,Hardcover,176,2012,1949,,2022/10/28,to-read-with-kids,to-read-with-kids (#10),to-read-with-kids,,,,0,0
7325132,Łauma,Karol KaeReL Kalinowski,"Kalinowski, Karol KaeReL",,"=""8360915350""","=""9788360915356""",0,4.14,Kultura Gniewu,Paperback,68,2009,2009,,2022/10/28,to-read-with-kids,to-read-with-kids (#9),to-read-with-kids,,,,0,0
1789957,Mała księżniczka,Frances Hodgson Burnett,"Burnett, Frances Hodgson",Józef Birkenmajer,"=""8388794272""","=""9788388794278""",0,4.22,Oficyna Wydawnicza RYTM,Paperback,216,2004,1905,,2022/10/28,to-read-with-kids,to-read-with-kids (#7),to-read-with-kids,,,,0,0
5978523,Ania z Zielonego Wzgórza,L.M. Montgomery,"Montgomery, L.M.","Rozalia Bernsteinowa, Bogdan Zieleniec","=""8310076541""","=""""",0,4.31,Nasza Ksiegarnia,Paperback,304,1956,1908,,2022/10/28,to-read-with-kids,to-read-with-kids (#6),to-read-with-kids,,,,0,0
5936833,Księga cmentarna,Neil Gaiman,"Gaiman, Neil",Paulina Braiter-Ziemkiewicz,"=""8374801093""","=""9788374801096""",0,4.16,MAG,Paperback,288,2008,2008,,2022/10/28,to-read,to-read (#60),to-read,,,,0,0
41880417,"Przypadki Morrigan Crow (Nevermoor, #1)",Jessica  Townsend,"Townsend, Jessica","Małgorzata Hesko-Kołodzińska, Piotr Budkiewicz","=""8380085272""","=""9788380085275""",0,4.33,Media Rodzina,Paperback,432,2018,2017,,2022/10/28,to-read-with-kids,to-read-with-kids (#5),to-read-with-kids,,,,0,0
51195811,"Ktoś, kto będzie cię kochał w całej twej nędznej glorii",Raphael Bob-Waksberg,"Bob-Waksberg, Raphael",Monika Skowron,"=""8366360822""","=""9788366360822""",5,4.03,Wydawnictwo Insignis,Paperback,288,2020,2019,2022/10/27,2022/09/29,,,read,,,,1,0
61953428,Inne nieba,Ewa Białołęcka,"Białołęcka, Ewa","Krystyna Chodorowska, Agnieszka Hałas, Anna Hrycyszyn, Aneta Jadowska, Aleksandra Janusz, Anna Kańtoch, Magdalena Kubasiewicz, Anna Nieznaj, Martyna Raduchowska, Milena Wójtowicz, Aleksandra Zielińska, Jakub Różalski","=""8382102948""","=""9788382102949""",0,3.67,SQN,Hardcover,536,2022,2022,,2022/10/26,to-read,to-read (#59),to-read,,,,0,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.88,Penguin,Paperback,368,1995,1955,2022/10/07,2022/08/08,,,read,"Trudno mi opisać jakie obrzydzenie i mdłości czułam przez większość tej książki. Postępowanie głównego antybohatera nie są relatywizowane ani usprawiedliwiane w żaden sposób, jedynie w jego głowie. Z powieści jasno wynika, że dziewczyna jest sama - sierota, jak HH nia manipuluje, bo gdzieś tam śluby z 12- latkami są dozwolone, jak jej grozi, że jak się wygada to pójdzie do opieki społecznej i nie będzie jej już kupował tych wszystkich ciuchów i zabawek, jak Lo czasem płacze po, jak już zaczyna nie chcieć, jak musi płacić za dawane jej kieszonkowe... i po tym wszystkim w pop kulturze Lolita to dziewczynka ktora ""kusi"" dojrzałych mezczyzn... WDF czy ludzie którzy używają tego imienia czytali te książkę? Ta dziewczynka byla ofiarą przestępcy seksualnego na litość boska. Przez te obecną wypaczona interpretację, zastanawiam się czy taka tematyka nie powinna pozostać jedynie w literaturze faktu.",,,1,0
61652150,Lekcje chemii,Bonnie Garmus,"Garmus, Bonnie",Marek Cieślik,"=""8367262816""","=""9788367262811""",4,4.30,Marginesy,Paperback,464,2022,2022,2022/10/09,2022/10/08,,,read,"Lata 50-60 jako soczewka uwypuklająca grzechy społeczeństwa. Wszystkie zarzuty są rzucane czytelnikowi prosto w twarz, a jak by ktoś żył ostatnie lata pod kamieniem to są powtórzone za parę stron, można niemal wypisywać je sobie w punktach. Chciałam już zarzucić te prostotę i dosłowność, ale koniec końców niestety taka książka dzisiaj nadal jest potrzebna i myślę, że lekka i rozrywkowa forma sprzyja dotarciu do szerszego grona.",,,1,0
55514938,"Człowiek, który znał mowę węży",Andrus Kivirähk,"Kivirähk, Andrus",Anna Michalczuk-Podlecki,"=""8375281980""","=""9788375281989""",0,4.19,Marpress,Paperback,412,2020,2007,,2022/10/07,to-read,to-read (#58),to-read,,,,0,0
56118964,Wrony,Petra Dvořáková,"Dvořáková, Petra",Mirosław Śmigielski,"=""8366013405""","=""9788366013407""",5,4.41,Stara Szkoła,Paperback,184,2020,2020,2022/10/03,2022/07/21,,,read,"Tak krótka a tak gęsta. Musiałam robic przerwy, żeby złapać oddech. Z każdym członkiem tej rodziny było by co robić na psychoterapii. Matka, której obojetnosc męża ja frustruje i wyżywa się na mlodszej córce. Ona werbalnie, ale też za pomocą męża fizycznie. Ojciec, który chce mieć przede wszystkim spokój i dla świętego spokoju bije córkę, byle się tylko zona nie dała. Siostra, która tylko z pozoru jest taka idealna, ale po prostu znalazła sobie sposób na przetrwanie. <br/>Opis w jakim potrzasku czuje się to dziecko, jak jest sama, ze swoim dojrzewaniem, problemami a jednoczenie ile jest w niej pasji do rysowania, jak bardzo ja to cieszy. <br/>Ta książka jest bardzo ważna i potrzebna, choć rozdziera serce.",,,1,0
28815474,The Couple Next Door,Shari Lapena,"Lapena, Shari",,"=""0735221081""","=""9780735221086""",0,3.81,Pamela Dorman Books,Hardcover,308,2016,2016,2019/06/02,2022/10/03,,,read,,,,1,0
45836443,Porozmawiajmy o czymś przyjemniejszym,Roz Chast,"Chast, Roz",,"=""8327125400""","=""9788327125408""",4,4.15,Publicat,Paperback,232,2019,2014,2021/04/01,2022/09/30,,,read,,,,1,0
61426590,Dubaj. Miasto innych ludzi,Anna Dudzińska,"Dudzińska, Anna",,"=""8367262794""","=""9788367262798""",4,3.76,Marginesy,Paperback,400,2022,2022,2022/09/30,2022/09/29,,,read,,,,1,0
36914216,Dżentelmen w Moskwie,Amor Towles,"Towles, Amor",Anna Gralak,"=""""","=""9788324046959""",0,4.33,Społeczny Instytut Wydawniczy Znak,ebook,560,2017,2016,,2022/07/17,to-read,to-read (#57),to-read,,,,0,0
15581,Ferdydurke,Witold Gombrowicz,"Gombrowicz, Witold","Danuta Borchardt, Susan Sontag","=""0300082401""","=""9780300082401""",0,3.79,Yale University Press,Paperback,320,2000,1937,,2022/09/28,to-read,to-read (#56),to-read,,,,0,0
3221683,Latarnik,Henryk Sienkiewicz,"Sienkiewicz, Henryk",,"=""8373271783""","=""9788373271784""",4,2.94,GREG,Paperback,32,1999,1881,2022/09/26,2022/09/26,,,read,,,,1,0
7669915,Wielki Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Ariadna Demkowska-Bohdziewicz,"=""8373016260""","=""9788373016262""",4,3.93,Rebis,Paperback,184,2004,1925,2022/09/25,2022/07/26,,,read,,,,1,0
54126206,"Jesień (Pory roku, #1)",Ali Smith,"Smith, Ali",Jerzy Kozłowski,"=""8328060167""","=""9788328060166""",0,3.67,Wydawnictwo W.A.B.,Hardcover,304,2020,2016,,2022/09/23,to-read,to-read (#55),to-read,,,,0,0
25320851,"Światło, którego nie widać",Anthony Doerr,"Doerr, Anthony",Tomasz Wyżyński,"=""8380150724""","=""9788380150720""",0,4.32,Czarna Owca,Paperback,640,2015,2014,,2022/09/21,to-read,to-read (#54),to-read,,,,0,0
58692176,Święto ognia,Jakub Małecki,"Małecki, Jakub",,"=""8382100937""","=""9788382100938""",4,3.99,Sine Qua Non,Paperback,256,2021,2021,2022/09/21,2022/09/21,,,read,,,,1,0
3974,The Terror,Dan Simmons,"Simmons, Dan",,"=""0316017442""","=""9780316017442""",0,4.07,"Little, Brown and Company",Hardcover,769,2007,2007,,2022/09/21,to-read,to-read (#53),to-read,,,,0,0
10705182,Wojna nie ma w sobie nic z kobiety,Svetlana Alexievich,"Alexievich, Svetlana","Swietłana Aleksijewicz, Jerzy Czech","=""8375362255""","=""9788375362251""",0,4.51,Czarne,Paperback,352,2010,1983,,2022/09/21,to-read,to-read (#52),to-read,,,,0,0
6432878,Wybór Zofii,William Styron,"Styron, William",,"=""8372008906""","=""""",0,4.17,Muza,Hardcover,674,2001,1979,,2022/09/21,to-read,to-read (#51),to-read,,,,0,0
50633152,"Miasto niedźwiedzia (Miasto niedźwiedzia, #1)",Fredrik Backman,"Backman, Fredrik",Anna Kicka,"=""8381109914""","=""9788381109918""",0,4.29,Sonia Draga,Paperback,488,2020,2016,,2022/09/20,to-read,to-read (#50),to-read,,,,0,0
40386956,Pan Żarówka,Wojtek Wawszczyk,"Wawszczyk, Wojtek",,"=""8364858785""","=""9788364858789""",0,4.16,Kultura Gniewu,Paperback,624,2018,2018,,2022/09/18,to-read,to-read (#49),to-read,,,,0,0
58095730,Świtezianka,Adam Mickiewicz,"Mickiewicz, Adam",,"=""""","=""""",5,3.66,Fundacja Nowoczesna Polska,ebook,6,2021,1822,2022/09/14,2022/09/14,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",4,3.80,Scribner,Hardcover,96,1996,1952,2022/09/13,2022/09/12,,,read,,,,1,0
1905025,Granica,Zofia Nałkowska,"Nałkowska, Zofia",,"=""8373840826""","=""""",0,3.16,Wydawnictwo Dolnośląskie,Hardcover,327,2004,1935,,2022/09/13,to-read,to-read (#48),to-read,,,,0,0
203023,Tango,Sławomir Mrożek,"Mrożek, Sławomir",,"=""""","=""9788373922846""",0,3.85,Noir Sur Blanc,Paperback,208,2011,1968,,2022/09/13,to-read,to-read (#47),to-read,,,,0,0
26217584,"Plotka o ""Weselu"" Wyspiańskiego",Tadeusz Boy-Żeleński,"Boy-Żeleński, Tadeusz",,"=""""","=""""",4,3.82,Wolne Lektury,ebook,12,2020,1921,2022/09/11,2022/09/10,,,read,,,,1,0
1904861,Wesele,Stanisław Wyspiański,"Wyspiański, Stanisław",,"=""8373896740""","=""""",4,3.16,Zielona Sowa,Paperback,192,2007,1901,2022/09/11,2022/09/04,,,read,,,,1,0
93180,The Manuscript Found in Saragossa,Jan Potocki,"Potocki, Jan",Ian Maclean,"=""0140445803""","=""9780140445800""",0,4.09,Penguin Books Ltd,Paperback,631,1996,1847,,2022/09/10,to-read,to-read (#46),to-read,,,,0,0
57727823,Pieśń o Achillesie,Madeline Miller,"Miller, Madeline",Urszula Szczepańska-Bukowska,"=""8382155243""","=""9788382155242""",4,4.33,Albatros,Hardcover,384,2021,2011,2022/09/10,2022/09/09,,,read,,,,1,0
13338383,A...B...C...,Eliza Orzeszkowa,"Orzeszkowa, Eliza",,"=""8373272704""","=""""",4,2.91,Greg,Paperback,40,2004,1884,2022/09/09,2022/09/08,,,read,,,,1,0
2162324,Ziemia obiecana,Władysław Stanisław Reymont,"Reymont, Władysław Stanisław",,"=""""","=""9788361224549""",0,4.12,Elipsa,,472,2008,1899,,2022/09/09,to-read,to-read (#45),to-read,,,,0,0
6697008,Katedra Marii Panny w Paryżu,Victor Hugo,"Hugo, Victor",Hanna Szumańska-Gross,"=""8498191653""","=""9788498191653""",0,4.01,Mediasat Poland,Hardcover,506,2005,1831,,2022/09/09,to-read,to-read (#44),to-read,,,,0,0
14706,"Faust, First Part",Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Peter Salm,"=""0553213482""","=""9780553213485""",0,3.85,Bantam Classics,Paperback,327,1988,1808,,2022/09/07,to-read,to-read (#43),to-read,,,,0,0
50721549,Najlepsze miasto świata. Warszawa w odbudowie 1944-1949,Grzegorz Piątek,"Piątek, Grzegorz",,"=""8328037254""","=""9788328037250""",5,4.46,Wydawnictwo W.A.B.,Hardcover,544,2020,2020,2022/09/08,2022/08/28,,,read,,,,1,0
1905110,Noce i dnie t. III-IV,Maria Dąbrowska,"Dąbrowska, Maria",,"=""""","=""""",0,4.12,GREG,Paperback,661,2005,1934,,2022/09/06,to-read,to-read (#42),to-read,,,,0,0
60435052,"O chłopcu, który zniknął świat",Ben     Miller,"Miller, Ben",Ewa Kleszcz,"=""8328094029""","=""9788328094024""",0,3.95,Wilga,Paperback,272,2022,,,2022/09/05,to-read,to-read (#41),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""""","=""""",5,4.09,Vintage,Paperback,964,2012,1878,2022/09/05,2022/08/31,,,read,,,,1,0
1904843,Emancypantki,Bolesław Prus,"Prus, Bolesław",,"=""8373891749""","=""""",0,3.67,Zielona Sowa,Hardcover,736,2007,1894,,2022/09/02,to-read,to-read (#40),to-read,,,,0,0
18687006,Sztuka wojny,Sun Tzu,"Tzu, Sun","Sun Pin, Dariusz Bakałarz","=""""","=""9788324615865""",4,3.96,Wydawnictwo Helion,Hardcover,320,2008,-400,2022/08/31,2022/08/31,,,read,,,,1,0
11106270,Piekło kobiet,Tadeusz Boy-Żeleński,"Boy-Żeleński, Tadeusz",,"=""""","=""""",5,4.47,Państwowy Instytut Wydawniczy,Paperback,181,1960,1930,2022/08/31,2022/08/31,,,read,"Mężczyzna, który kochal kobiety, widzial je realnie, bez romatyzowania i który widział w nich czlowieka",,,1,0
6962099,Droga donikąd,Józef Mackiewicz,"Mackiewicz, Józef",,"=""090765228X""","=""9780907652281""",0,4.09,Kontra,Hardcover,,1993,1955,,2022/08/31,to-read,to-read (#39),to-read,,,,0,0
42398917,Kosmiczne zachwyty,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Dominika Braithwaite,"=""836607143X""","=""9788366071438""",5,3.86,Insignis,Hardcover,302,2018,2006,2022/08/31,2022/08/30,,,read,,,,1,0
57009067,Potęga nieskończoności. Jak rachunek różniczkowy i całkowy odkrywa tajemnice Wszechświata,Steven H. Strogatz,"Strogatz, Steven H.",Tadeusz Chawziuk,"=""8378865606""","=""9788378865605""",0,4.29,Copernicus Center Press,Hardcover,450,2021,2019,,2022/08/30,to-read,to-read (#38),to-read,,,,0,0
13628803,Wściekłość i wrzask,William Faulkner,"Faulkner, William",,"=""8371208871""","=""""",0,3.86,REBIS,,335,,1929,,2022/08/30,to-read,to-read (#37),to-read,,,,0,0
22464865,Susan Sontag: Myśl to forma odczuwania,Jonathan Cott,"Cott, Jonathan",Dariusz Żukowski,"=""8362376589""","=""9788362376582""",0,4.22,Karakter,Paperback,156,2014,1978,,2022/08/29,to-read,to-read (#36),to-read,,,,0,0
7956476,Fale,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.15,Wydawnictwo Wacław Bagiński,Paperback,197,1998,1931,,2022/08/29,to-read,to-read (#35),to-read,,,,0,0
39925573,Błoto,Hillary Jordan,"Jordan, Hillary",Adriana Sokołowska-Ostapko,"=""8375154970""","=""9788375154979""",0,4.05,Wydawnictwo Otwarte,Paperback,352,2018,2008,,2022/08/29,to-read,to-read (#34),to-read,,,,0,0
53047401,Najważniejszy wrzesień świata. Kronika niezauważonego ludobójstwa na Rohingach,Marek Rabij,"Rabij, Marek",,"=""8328066327""","=""9788328066328""",0,3.88,Wydawnictwo W.A.B.,Paperback,240,2019,2019,,2022/08/29,to-read,to-read (#33),to-read,,,,0,0
7110056,Mechaniczna pomarańcza,Anthony Burgess,"Burgess, Anthony",Robert Stiller,"=""""","=""9788389640727""",0,4.00,Vis-à-vis / Etiuda,Paperback,254,2007,1962,,2022/08/29,to-read,to-read (#32),to-read,,,,0,0
60792305,Empuzjon,Olga Tokarczuk,"Tokarczuk, Olga",,"=""8308075770""","=""9788308075777""",0,4.06,Wydawnictwo Literackie,Hardcover,400,2022,2022,,2022/07/17,to-read,to-read (#31),to-read,,,,0,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen Snyder,"=""1101870605""","=""9781101870600""",0,3.73,Pantheon,Hardcover,274,2019,1994,,2022/08/28,to-read,to-read (#30),to-read,,,,0,0
54350456,Lajla znaczy noc,Aleksandra Lipczak,"Lipczak, Aleksandra",,"=""8366147525""","=""9788366147522""",0,3.84,Karakter,Paperback,272,2020,2020,,2022/08/28,to-read,to-read (#29),to-read,,,,0,0
49923189,"Becoming Bulletproof: Protect Yourself, Read People, Influence Situations, and Live Fearlessly",Evy Poumpouras,"Poumpouras, Evy",,"=""1797100475""","=""9781797100470""",0,4.15,Simon  Schuster Audio,Audiobook,,2020,2020,,2022/08/28,to-read,to-read (#28),to-read,,,,0,0
58413779,Ucieczka od bezradności,Tomasz Stawiszyński,"Stawiszyński, Tomasz",,"=""8324073132""","=""9788324073139""",0,4.07,Znak literanova,Hardcover,362,2021,2021,,2022/08/28,to-read,to-read (#27),to-read,,,,0,0
40951003,Inne umysły. Ośmiornice i prapoczątki świadomości,Peter Godfrey-Smith,"Godfrey-Smith, Peter",Mikołaj Adamiec-Siemiątkowski,"=""""","=""""",4,3.88,Wydawnictwo Copernicus Center Press,,280,2018,2016,2022/08/19,2022/08/10,,,read,,,,1,0
1610600,"S@motność w Sieci (S@motność w Sieci, #1)",Janusz Leon Wiśniewski,"Wiśniewski, Janusz Leon",,"=""8372559252""","=""9788372559258""",0,3.58,Czarne / Prószyński i S-ka,Paperback,317,2002,2001,2004/01/01,2022/08/17,,,read,,,,1,0
52732123,"Ben, Kirke",Madeline Miller,"Miller, Madeline",Seda Çıngay Mellor,"=""6053759589""","=""9786053759584""",5,4.24,İthaki Yayınları,Paperback,404,2019,2018,2022/08/17,2022/08/16,,,read,,,,1,0
57674473,"Potosí. Góra, która zjada ludzi",Ander Izagirre,"Izagirre, Ander",Jerzy Wołk-Łaniewski,"=""8396060959""","=""9788396060952""",0,4.32,Filtry,Paperback,288,2021,2017,,2022/08/16,to-read,to-read (#26),to-read,,,,0,0
60763328,Dziwne losy Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",,"=""""","=""""",4,4.15,Świat Książki,Hardcover,560,2020,1847,2021/01/01,2022/07/21,,,read,,,,1,0
53416676,Folwark zwierzęcy,Odyr,"Odyr, Odyr",George Orwell,"=""8376868691""","=""9788376868691""",5,4.25,Jaguar,Paperback,176,2020,2018,2022/08/12,2022/08/12,,,read,,,,1,0
18218131,566 kadrów,Dennis Wojda,"Wojda, Dennis",,"=""8377478374""","=""9788377478370""",3,3.04,Wydawnictwo W.A.B.,Paperback,288,2013,2013,2022/08/11,2022/08/11,,,read,,,,1,0
55463950,"Koniec świata, umyj okna",Agnieszka Jelonek,"Jelonek, Agnieszka",,"=""8395783817""","=""9788395783814""",5,3.29,Wydawnictwo Cyranka,Paperback,104,2020,2020,2022/08/11,2022/08/11,,,read,,,,1,0
6562552,Dobra Pani,Eliza Orzeszkowa,"Orzeszkowa, Eliza",,"=""""","=""9688""",4,3.29,Greg,Paperback,48,2007,1882,2022/08/11,2022/08/11,,,read,"Moralizatorska, ale czasem warto sobie pewne mysli odświeżyć.",,,1,0
14290241,Czasem,Grzegorz Janusz,"Janusz, Grzegorz",Marcin Podolec,"=""""","=""9788360915578""",3,3.23,Kultura Gniewu,Paperback,72,2011,2011,2022/08/10,2022/08/10,,,read,,,,1,0
52904192,Mapa,Barbara Sadurska,"Sadurska, Barbara",,"=""8362795913""","=""9788362795918""",4,3.73,Nisza,Paperback,208,2019,2019,2021/01/01,2022/07/21,,,read,,,,1,0
52526468,Niedźwiedzi bóg,Hiromi Kawakami,"Kawakami, Hiromi","Beata Kubiak Ho-Chi, Karolina Bednarz","=""8395530005""","=""9788395530005""",5,3.70,Wydawnictwo Tajfuny,Paperback,66,2019,2011,2022/08/10,2022/08/10,,,read,"Jedno opowiadanie raz sprzed ""tamtego zdarzenia"" a raz po... w 2022 roku, ma dużo mocnieszy wydzwiek niż w 2018 kiedy była wydana.",,,1,0
49539652,Poniemieckie,Karolina Kuszyk,"Kuszyk, Karolina",,"=""8380499417""","=""9788380499416""",0,4.13,Czarne,Paperback,464,2019,2019,,2022/08/10,to-read,to-read (#25),to-read,,,,0,0
55290546,Panny z „Wesela”. Siostry Mikołajczykówny i ich świat,Monika Śliwińska,"Śliwińska, Monika",,"=""8308073042""","=""9788308073049""",0,4.61,Wydawnictwo Literackie,Hardcover,664,2020,2020,,2022/08/10,to-read,to-read (#24),to-read,,,,0,0
44545967,Pusty las,Monika Sznajderman,"Sznajderman, Monika",,"=""8380498232""","=""9788380498235""",0,3.76,Czarne,Hardcover,240,2019,2019,,2022/08/10,to-read,to-read (#23),to-read,,,,0,0
44048003,"Pianie kogutów, płacz psów",Wojciech Tochman,"Tochman, Wojciech",,"=""8308068316""","=""9788308068311""",0,4.21,Wydawnictwo Literackie,Hardcover,224,2019,2019,,2022/08/10,to-read,to-read (#22),to-read,,,,0,0
44093847,Rozdeptałem czarnego kota przez przypadek,Filip Zawada,"Zawada, Filip",,"=""8324058427""","=""9788324058426""",0,3.98,Społeczny Instytut Wydawniczy Znak,Paperback,272,2019,2019,,2022/08/10,to-read,to-read (#21),to-read,,,,0,0
43307358,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,"Oseman, Alice",,"=""1444951408""","=""9781444951400""",5,4.54,Hodder Children's Books,Paperback,320,2019,2019,2022/08/10,2022/08/10,,,read,,,,2,0
55531619,Rok 1984. Powieść graficzna,Fido Nesti,"Nesti, Fido",George Orwell,"=""8376869108""","=""9788376869100""",5,4.23,Jaguar,Paperback,216,2020,2020,2022/08/09,2022/08/07,,,read,,,,1,0
